"No.","Time","Source","Destination","Protocol","Length","Info","Type","Data rate"
"159","0.157599","7e:7a:8a:19:d7:32","Broadcast","802.11","347","Beacon frame, SN=897, FN=0, Flags=........C, BI=100, SSID=Broadcast","Beacon frame","6"
"160","0.161256","Pegatron_0a:b0:08","Broadcast","802.11","326","Beacon frame, SN=849, FN=0, Flags=........C, BI=100, SSID=boulder828","Beacon frame","6"
"161","0.161562","Pegatron_0a:b0:09","Broadcast","802.11","317","Beacon frame, SN=278, FN=0, Flags=........C, BI=100, SSID=Broadcast","Beacon frame","6"
"162","0.162199","Pegatron_0a:b0:0a","Broadcast","802.11","317","Beacon frame, SN=3905, FN=0, Flags=........C, BI=100, SSID=Broadcast","Beacon frame","6"
"163","0.162318","Pegatron_0a:b0:0c","Broadcast","802.11","274","Beacon frame, SN=1337, FN=0, Flags=........C, BI=100, SSID=xfinitywifi","Beacon frame","6"
"164","0.162962","Pegatron_0a:b0:0b","Broadcast","802.11","317","Beacon frame, SN=3867, FN=0, Flags=........C, BI=100, SSID=Broadcast","Beacon frame","6"
"165","0.163088","","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","12"
"166","0.163163","ArrisGro_0f:c2:b5 (bc:2e:48:0f:c2:b5) (TA)","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","12"
"167","0.164292","","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","12"
"168","0.164376","ArrisGro_0f:c2:b5 (bc:2e:48:0f:c2:b5) (TA)","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","12"
"169","0.165609","ArrisGro_0f:c2:b7","Apple_94:a9:3d","802.11","217","QoS Data, SN=2334, FN=0, Flags=.p....F.C","QoS Data","263.25,263.25"
"170","0.169329","de:2e:48:80:9a:84","Broadcast","802.11","347","Beacon frame, SN=2860, FN=0, Flags=........C, BI=100, SSID=Broadcast","Beacon frame","6"
"171","0.169793","ArrisGro_0f:c2:b5 (bd:2e:48:0f:c2:b5) (TA)","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","45","Request-to-send, Flags=........C","Request-to-send","6"
"172","0.169870","ArrisGro_0f:c2:b7","Apple_94:a9:3d","802.11","1177","QoS Data, SN=2337, FN=0, Flags=.p....F.C","QoS Data","234,234"
"173","0.169994","ArrisGro_0f:c2:b7","Apple_94:a9:3d","802.11","1173","QoS Data, SN=2335, FN=0, Flags=.p..R.F.C","QoS Data","234,234"
"174","0.170070","ArrisGro_0f:c2:b7","Apple_94:a9:3d","802.11","1177","QoS Data, SN=2336, FN=0, Flags=.p..R.F.C","QoS Data","234,234"
"175","0.170698","ArrisGro_0f:c2:b7","Apple_94:a9:3d","802.11","1177","QoS Data, SN=2338, FN=0, Flags=.p....F.C","QoS Data","234,234"
"176","0.175382","ArrisGro_0f:c2:b7","Apple_94:a9:3d","802.11","1177","QoS Data, SN=2339, FN=0, Flags=.p....F.C","QoS Data","234,234"
"177","0.178030","8e:7a:8a:19:d7:32","Broadcast","802.11","347","Beacon frame, SN=859, FN=0, Flags=........C, BI=100, SSID=Broadcast","Beacon frame","6"
"178","0.179310","Apple_9f:13:e1 (ac:bc:32:9f:13:e1) (TA)","ArrisGro_80:9a:84 (bc:2e:48:80:9a:84) (RA)","802.11","45","Request-to-send, Flags=........C","Request-to-send","24"
"179","0.179391","","Apple_9f:13:e1 (ac:bc:32:9f:13:e1) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","24"
"180","0.179466","ArrisGro_80:9a:84 (bc:2e:48:80:9a:84) (TA)","Apple_9f:13:e1 (ac:bc:32:9f:13:e1) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","24"
"181","0.179541","","Apple_9f:13:e1 (ac:bc:32:9f:13:e1) (RA)","802.11","39","Acknowledgement, Flags=........C","Acknowledgement","24"
"182","0.182019","ce:7c:d1:07:b5:10","Broadcast","802.11","317","Beacon frame, SN=522, FN=0, Flags=........C, BI=200, SSID=Broadcast","Beacon frame","6"
"183","0.183100","","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","12"
"184","0.183179","ArrisGro_0f:c2:b5 (bc:2e:48:0f:c2:b5) (TA)","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","12"
"185","0.184462","fe:2e:48:0f:c2:b5","Broadcast","802.11","347","Beacon frame, SN=912, FN=0, Flags=........C, BI=200, SSID=Broadcast","Beacon frame","6"
"186","0.185655","","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","12"
"187","0.185739","ArrisGro_0f:c2:b5 (bc:2e:48:0f:c2:b5) (TA)","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","12"
"188","0.188853","4e:7a:8a:83:19:be","Broadcast","802.11","294","Beacon frame, SN=2521, FN=0, Flags=........C, BI=200, SSID=xfinitywifi","Beacon frame","6"
"189","0.188973","","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","12"
"190","0.189047","ArrisGro_0f:c2:b5 (bc:2e:48:0f:c2:b5) (TA)","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","12"
"191","0.189804","fe:2e:48:80:9a:84","Broadcast","802.11","347","Beacon frame, SN=2751, FN=0, Flags=........C, BI=100, SSID=Broadcast","Beacon frame","6"
"192","0.191482","ArrisGro_0f:c2:b7","Apple_94:a9:3d","802.11","272","QoS Data, SN=2341, FN=0, Flags=.p....F.C","QoS Data","234,234"
"193","0.191569","ArrisGro_0f:c2:b7","Apple_94:a9:3d","802.11","215","QoS Data, SN=2342, FN=0, Flags=.p....F.C","QoS Data","234,234"
"194","0.195093","","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","12"
"195","0.195209","ArrisGro_0f:c2:b5 (bc:2e:48:0f:c2:b5) (TA)","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","12"
"196","0.197354","Pegatron_44:31:70","Broadcast","802.11","332","Beacon frame, SN=785, FN=0, Flags=........C, BI=200, SSID=CIA_Surveillance","Beacon frame","6"
"197","0.197477","Intel_80:00:00","IPv6mcast_01","802.11","237","Data, SN=2835, FN=0, Flags=.pm...F.C","Data","6"
"198","0.198105","Intel_80:00:00","IPv6mcast_01","802.11","237","Data, SN=2836, FN=0, Flags=.p....F.C","Data","6"
"199","0.198633","3b:9a:d7:2f:c5:e6","ff:ff:cf:58:be:d5","802.11","394","Beacon frame, SN=1736, FN=15, Flags=........., BI=100, SSID=marin\\357\\277\\275\\357[Malformed Packet]","Beacon frame","6"
"200","0.198713","LgElectr_a8:c2:74","Pegatron_44:31:70","802.11","53","Null function (No data), SN=2111, FN=0, Flags=....R..TC","Null function (No data)","6"
"201","0.198789","","LgElectr_a8:c2:74 (cc:fa:00:a8:c2:74) (RA)","802.11","39","Acknowledgement, Flags=........C","Acknowledgement","6"
"202","0.199363","Pegatron_05:1e:c0","Broadcast","802.11","359","Beacon frame, SN=4023, FN=0, Flags=........., BI=100, SSID=GORRA-K11-5","Beacon frame","6"
"203","0.199443","ArrisGro_0f:c2:b5 (bd:2e:48:0f:c2:b5) (TA)","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","45","Request-to-send, Flags=........C","Request-to-send","6"
"204","0.199518","IntelCor_3f:1d:c1","Pegatron_44:31:70","802.11","55","QoS Null function (No data), SN=0, FN=0, Flags=.......TC","QoS Null function (No data)","6"
"205","0.200030","Pegatron_05:1e:c1","Broadcast","802.11","317","Beacon frame, SN=3227, FN=0, Flags=........C, BI=100, SSID=Broadcast","Beacon frame","6"
"206","0.200375","Pegatron_05:1e:c2","Broadcast","802.11","317","Beacon frame, SN=2989, FN=0, Flags=........C, BI=100, SSID=Broadcast","Beacon frame","6"
"207","0.200803","Pegatron_05:1e:c4","Broadcast","802.11","274","Beacon frame, SN=3368, FN=0, Flags=........C, BI=100, SSID=xfinitywifi","Beacon frame","6"
"208","0.201267","Pegatron_05:1e:c3","Broadcast","802.11","317","Beacon frame, SN=2956, FN=0, Flags=........C, BI=100, SSID=Broadcast","Beacon frame","6"
"209","0.201387","LgElectr_a8:c2:74 (cc:fa:00:a8:c2:74) (TA)","Pegatron_44:31:70 (78:f2:9e:44:31:70) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","24"
"210","0.201463","LgElectr_a8:c2:74 (cc:fa:00:a8:c2:74) (TA)","Pegatron_44:31:70 (78:f2:9e:44:31:70) (RA)","802.11","45","Request-to-send, Flags=........C","Request-to-send","24"
"211","0.201586","","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","12"
"212","0.201661","ArrisGro_0f:c2:b5 (bc:2e:48:0f:c2:b5) (TA)","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","12"
"213","0.201779","LgElectr_a8:c2:74 (cc:fa:00:a8:c2:74) (TA)","Pegatron_44:31:70 (78:f2:9e:44:31:70) (RA)","802.11","45","Request-to-send, Flags=........C","Request-to-send","24"
"214","0.201853","","LgElectr_a8:c2:74 (cc:fa:00:a8:c2:74) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","24"
"215","0.201971","Pegatron_44:31:70 (78:f2:9e:44:31:70) (TA)","LgElectr_a8:c2:74 (cc:fa:00:a8:c2:74) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","24"
"216","0.206584","ArrisGro_0f:c2:b7","Apple_94:a9:3d","802.11","937","QoS Data, SN=2344, FN=0, Flags=.p....F.C","QoS Data","234,234"
"217","0.208569","","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","12"
"218","0.208647","ArrisGro_0f:c2:b5 (bc:2e:48:0f:c2:b5) (TA)","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","12"
"219","0.209664","ArrisGro_0f:c2:b7","Apple_94:a9:3d","802.11","197","QoS Data, SN=2345, FN=0, Flags=.p....F.C","QoS Data","234,234"
"220","0.209779","ArrisGro_0f:c2:b7","Apple_94:a9:3d","802.11","221","QoS Data, SN=2346, FN=0, Flags=.p....F.C","QoS Data","234,234"
"221","0.210280","0e:2e:48:80:9a:84","Broadcast","802.11","347","Beacon frame, SN=2656, FN=0, Flags=........C, BI=100, SSID=Broadcast","Beacon frame","6"
"222","0.215060","Apple_9f:13:e1 (ac:bc:32:9f:13:e1) (TA)","ArrisGro_80:9a:84 (bc:2e:48:80:9a:84) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","24"
"223","0.215144","","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","12"
"224","0.215266","ArrisGro_0f:c2:b5 (bc:2e:48:0f:c2:b5) (TA)","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","12"
"225","0.218959","4e:7a:8a:19:d7:32","Broadcast","802.11","304","Beacon frame, SN=3185, FN=0, Flags=........C, BI=100, SSID=xfinitywifi","Beacon frame","6"
"226","0.220829","52:86:8c:e9:ec:2c","Broadcast","802.11","347","Beacon frame, SN=2920, FN=0, Flags=........C, BI=200, SSID=Broadcast","Beacon frame","6"
"227","0.221492","","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","12"
"228","0.221612","ArrisGro_0f:c2:b5 (bc:2e:48:0f:c2:b5) (TA)","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","12"
"229","0.222905","d2:7c:d1:07:b5:10","Broadcast","802.11","274","Beacon frame, SN=393, FN=0, Flags=........C, BI=200, SSID=xfinitywifi","Beacon frame","6"
"230","0.226827","","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","12"
"231","0.226905","ArrisGro_0f:c2:b5 (bc:2e:48:0f:c2:b5) (TA)","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","12"
"232","0.230770","ArrisGro_80:9a:84","Broadcast","802.11","357","Beacon frame, SN=2225, FN=0, Flags=........C, BI=100, SSID=CARS","Beacon frame","6"
"233","0.231172","Pegatron_05:41:00","Broadcast","802.11","359","Beacon frame, SN=2423, FN=0, Flags=........C, BI=100, SSID=HOME-05B7-5","Beacon frame","6"
"234","0.232153","Pegatron_05:41:02","Broadcast","802.11","317","Beacon frame, SN=3175, FN=0, Flags=........., BI=100, SSID=Broadcast[Packet size limited during capture]","Beacon frame","6"
"235","0.232284","Pegatron_05:41:04","Broadcast","802.11","274","Beacon frame, SN=1131, FN=0, Flags=........., BI=100, SSID=xfinitywifi","Beacon frame","6"
"236","0.232359","","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","12"
"237","0.232827","","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","12"
"238","0.232907","ArrisGro_0f:c2:b5 (bc:2e:48:0f:c2:b5) (TA)","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","12"
"239","0.233029","ArrisGro_0f:c2:b5 (bc:2e:48:0f:c2:b5) (TA)","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","6"
"240","0.233146","","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","12"
"241","0.233774","ArrisGro_0f:c2:b5 (bc:2e:48:0f:c2:b5) (TA)","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","12"
"242","0.233895","ArrisGro_0f:c2:b7","Apple_94:a9:3d","802.11","218","QoS Data, SN=2348, FN=0, Flags=.p....F.C","QoS Data","234,234"
"243","0.235633","ArrisGro_0f:c2:b5","Broadcast","802.11","364","Beacon frame, SN=2500, FN=0, Flags=........C, BI=200, SSID=GWQ-Home_5G","Beacon frame","6"
"244","0.236739","d2:7c:d1:69:a7:f0","Broadcast","802.11","274","Beacon frame, SN=1676, FN=0, Flags=........C, BI=200, SSID=xfinitywifi","Beacon frame","6"
"245","0.237186","ArrisGro_0f:c2:b7","Apple_94:a9:3d","802.11","1205","QoS Data, SN=2349, FN=0, Flags=.p....F.C","QoS Data","263.25,263.25"
"246","0.237302","ArrisGro_0f:c2:b7","IntelCor_67:2b:6c","802.11","166","QoS Data, SN=3659, FN=0, Flags=.p....F.C","QoS Data","243"
"247","0.237436","ArrisGro_0f:c2:b5 (bc:2e:48:0f:c2:b5) (TA)","IntelCor_67:2b:6c (00:24:d7:67:2b:6c) (RA)","802.11","45","Request-to-send, Flags=........C","Request-to-send","6"
"248","0.237511","ArrisGro_0f:c2:b5 (bc:2e:48:0f:c2:b5) (TA)","IntelCor_67:2b:6c (00:24:d7:67:2b:6c) (RA)","802.11","45","Request-to-send, Flags=........C","Request-to-send","6"
"249","0.238297","7e:f2:9e:44:31:70","Broadcast","802.11","317","Beacon frame, SN=827, FN=0, Flags=........C, BI=200, SSID=Broadcast","Beacon frame","6"
"250","0.238386","ArrisGro_0f:c2:b5 (bc:2e:48:0f:c2:b5) (TA)","IntelCor_67:2b:6c (00:24:d7:67:2b:6c) (RA)","802.11","45","Request-to-send, Flags=........C","Request-to-send","6"
"251","0.238508","ArrisGro_0f:c2:b5 (bc:2e:48:0f:c2:b5) (TA)","IntelCor_67:2b:6c (00:24:d7:67:2b:6c) (RA)","802.11","45","Request-to-send, Flags=........C","Request-to-send","6"
"252","0.238626","","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","12"
"253","0.239423","5e:7a:8a:19:d7:32","Broadcast","802.11","347","Beacon frame, SN=977, FN=0, Flags=........C, BI=100, SSID=Broadcast","Beacon frame","6"
"254","0.240093","5e:7a:8a:83:19:be","Broadcast","802.11","337","Beacon frame, SN=1295, FN=0, Flags=........C, BI=200, SSID=Broadcast","Beacon frame","6"
"255","0.240217","ArrisGro_0f:c2:b5 (bc:2e:48:0f:c2:b5) (TA)","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","12"
"256","0.240341","ArrisGro_0f:c2:b7","Apple_94:a9:3d","802.11","1205","QoS Data, SN=2349, FN=0, Flags=.p..R.F.C","QoS Data","234,234"
"257","0.240460","ArrisGro_0f:c2:b7","IntelCor_67:2b:6c","802.11","166","QoS Data, SN=3659, FN=0, Flags=.p..R.F..","QoS Data","243"
"258","0.242208","ArrisGro_0f:c2:b5 (bc:2e:48:0f:c2:b5) (TA)","IntelCor_67:2b:6c (00:24:d7:67:2b:6c) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","12"
"259","0.244289","","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","12"
"260","0.244372","ArrisGro_0f:c2:b5 (bc:2e:48:0f:c2:b5) (TA)","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","12"
"261","0.247794","ArrisGro_0f:c2:b7","Apple_94:a9:3d","802.11","1205","QoS Data, SN=2350, FN=0, Flags=.p....F.C","QoS Data","234,234"
"262","0.248284","Pegatron_00:d1:f0","Broadcast","802.11","321","Beacon frame, SN=3021, FN=0, Flags=........C, BI=100, SSID=virus","Beacon frame","6"
"263","0.248644","Pegatron_00:d1:f1","Broadcast","802.11","317","Beacon frame, SN=2673, FN=0, Flags=........C, BI=100, SSID=Broadcast","Beacon frame","6"
"264","0.249219","Pegatron_00:d1:f2","Broadcast","802.11","317","Beacon frame, SN=2538, FN=0, Flags=........C, BI=100, SSID=Broadcast","Beacon frame","6"
"265","0.249337","Pegatron_00:d1:f4","Broadcast","802.11","274","Beacon frame, SN=1796, FN=0, Flags=........C, BI=100, SSID=xfinitywifi","Beacon frame","6"
"266","0.250064","Pegatron_00:d1:f3","Broadcast","802.11","317","Beacon frame, SN=2507, FN=0, Flags=........C, BI=100, SSID=Broadcast","Beacon frame","6"
"267","0.250183","","Apple_2c:53:76 (5c:09:47:2c:53:76) (RA)","802.11","39","Acknowledgement, Flags=........C","Acknowledgement","24"
"268","0.250259","","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","12"
"269","0.250381","ArrisGro_0f:c2:b5 (bc:2e:48:0f:c2:b5) (TA)","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","12"
"270","0.251159","ce:2e:48:80:9a:84","Broadcast","802.11","304","Beacon frame, SN=373, FN=0, Flags=........C, BI=100, SSID=xfinitywifi","Beacon frame","6"
"271","0.251497","ArrisGro_0f:c2:b7","Apple_94:a9:3d","802.11","201","QoS Data, SN=2351, FN=0, Flags=.p....F.C","QoS Data","234,234"
"272","0.252653","7e:85:2a:dd:4a:c0","Broadcast","802.11","317","Beacon frame, SN=3047, FN=0, Flags=........C, BI=200, SSID=Broadcast","Beacon frame","6"
"273","0.254981","ArrisGro_0f:c2:b7","Apple_94:a9:3d","802.11","265","QoS Data, SN=2352, FN=0, Flags=.p....F.C","QoS Data","234,234"
"274","0.256841","","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","12"
"275","0.257080","","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","12"
"276","0.257376","ArrisGro_0f:c2:b5 (bc:2e:48:0f:c2:b5) (TA)","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","12"
"277","0.260159","7e:7a:8a:19:d7:32","Broadcast","802.11","347","Beacon frame, SN=898, FN=0, Flags=........C, BI=100, SSID=Broadcast","Beacon frame","6"
"278","0.260779","","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","12"
"279","0.260899","ArrisGro_0f:c2:b5 (bc:2e:48:0f:c2:b5) (TA)","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","12"
"280","0.263661","Pegatron_0a:b0:08","Broadcast","802.11","326","Beacon frame, SN=850, FN=0, Flags=........C, BI=100, SSID=boulder828","Beacon frame","6"
"281","0.263913","Pegatron_0a:b0:09","Broadcast","802.11","317","Beacon frame, SN=279, FN=0, Flags=........C, BI=100, SSID=Broadcast","Beacon frame","6"
"282","0.264534","Pegatron_0a:b0:0a","Broadcast","802.11","317","Beacon frame, SN=3906, FN=0, Flags=........C, BI=100, SSID=Broadcast","Beacon frame","6"
"283","0.264694","Pegatron_0a:b0:0c","Broadcast","802.11","274","Beacon frame, SN=1338, FN=0, Flags=........C, BI=100, SSID=xfinitywifi","Beacon frame","6"
"284","0.265399","Pegatron_0a:b0:0b","Broadcast","802.11","317","Beacon frame, SN=3868, FN=0, Flags=........C, BI=100, SSID=Broadcast","Beacon frame","6"
"285","0.266208","","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","12"
"286","0.266293","ArrisGro_0f:c2:b5 (bc:2e:48:0f:c2:b5) (TA)","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","12"
"287","0.268783","","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","12"
"288","0.268898","ArrisGro_0f:c2:b5 (bc:2e:48:0f:c2:b5) (TA)","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","12"
"289","0.271622","de:2e:48:80:9a:84","Broadcast","802.11","347","Beacon frame, SN=2861, FN=0, Flags=........C, BI=100, SSID=Broadcast","Beacon frame","6"
"290","0.273581","","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","12"
"291","0.273665","ArrisGro_0f:c2:b5 (bc:2e:48:0f:c2:b5) (TA)","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","12"
"292","0.276250","","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","12"
"293","0.276370","ArrisGro_0f:c2:b5 (bc:2e:48:0f:c2:b5) (TA)","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","12"
"294","0.277844","Pegatron_69:a7:f0","Broadcast","802.11","359","Beacon frame, SN=1580, FN=0, Flags=........C, BI=200, SSID=HOME-8520-5","Beacon frame","6"
"295","0.279230","82:f2:9e:44:31:70","Broadcast","802.11","317","Beacon frame, SN=827, FN=0, Flags=........C, BI=200, SSID=Broadcast","Beacon frame","6"
